"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"sessioninfo","sessioninfo","/usr/local/lib/R/site-library","1.1.1",NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"Seurat","Seurat","/usr/local/lib/R/site-library","4.0.5",NA,"R (>= 4.0.0), methods","cluster, cowplot, fitdistrplus, future, future.apply, ggplot2
(>= 3.3.0), ggrepel, ggridges, graphics, grDevices, grid, httr,
ica, igraph, irlba, jsonlite, KernSmooth, leiden (>= 0.3.1),
lmtest, MASS, Matrix (>= 1.2-14), matrixStats, miniUI,
patchwork, pbapply, plotly (>= 4.9.0), png, RANN, RColorBrewer,
Rcpp (>= 1.0.7), RcppAnnoy (>= 0.0.18), reticulate, rlang,
ROCR, Rtsne, scales, scattermore (>= 0.7), sctransform (>=
0.3.2), SeuratObject (>= 4.0.2), shiny, spatstat.core,
spatstat.geom, stats, tibble, tools, utils, uwot (>= 0.1.9)","Rcpp (>= 0.11.0), RcppEigen, RcppProgress","ape, rsvd, testthat, hdf5r, S4Vectors, SummarizedExperiment,
SingleCellExperiment, MAST, DESeq2, BiocGenerics,
GenomicRanges, GenomeInfoDb, IRanges, rtracklayer, Rfast2,
monocle, Biobase, VGAM, limma, metap, enrichR, mixtools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"SeuratData","SeuratData","/usr/local/lib/R/site-library","0.2.2",NA,"R (>= 3.5.0)","cli, crayon, rappdirs, stats, utils",NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"SeuratDisk","SeuratDisk","/usr/local/lib/R/site-library","0.0.0.9020",NA,"R (>= 3.6.0)","cli (>= 2.0.1), crayon (>= 1.3.4), hdf5r (>= 1.3.0), Matrix
(>= 1.2.18), methods (>= 3.6.0), R6 (>= 2.4.1), rlang (>=
0.4.4), Seurat (>= 3.2.0), SeuratObject (>= 4.0.0), stats,
stringi (>= 1.4.6), tools, utils, withr (>= 2.1.2)",NA,"httr, knitr, rmarkdown, SeuratData",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"SeuratObject","SeuratObject","/usr/local/lib/R/site-library","4.0.2",NA,"R (>= 4.0.0)","grDevices, grid, Matrix (>= 1.3.3), methods, Rcpp (>= 1.0.5),
rlang (>= 0.4.7), stats, tools, utils","Rcpp, RcppEigen","testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"SeuratWrappers","SeuratWrappers","/usr/local/lib/R/site-library","0.3.0",NA,"R (>= 3.5.0)","BiocManager, cowplot, ggplot2, igraph, Matrix, methods,
remotes, rsvd, Seurat (>= 3.0.1), stats, utils, rlang",NA,"cipr, conos, rliger (>= 0.5.0), harmony, batchelor,
SeuratData, SeuratDisk, velocyto.R, schex, tximport, fishpond,
monocle3, CoGAPS, glmpca, Nebulosa, presto, flexmix, tricycle",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"sf","sf","/usr/local/lib/R/site-library","1.0-3",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.0.7), stats, tools, units
(>= 0.6-0), utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pillar,
pool, raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>=
1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>=
2.0-1), spatstat.geom, spatstat.core, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat, tibble (>=
1.4.1), tidyr (>= 1.0-0), tidyselect (>= 1.0.0), tmap (>= 2.0),
vctrs, wk",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"shades","shades","/usr/local/lib/R/site-library","1.4.0",NA,NA,NA,NA,"testthat, covr, ggplot2","colorspace","BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.1.0"
"shadowtext","shadowtext","/usr/local/lib/R/site-library","0.0.9",NA,"R (>= 3.4.0)","ggplot2, grid, scales",NA,"knitr, rmarkdown, prettydoc",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.1"
"shape","shape","/usr/local/lib/R/site-library","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"shiny","shiny","/usr/local/lib/R/site-library","1.7.1",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.2.1), htmltools (>=
0.5.2), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, shinytest (>= 1.4.0.9003), yaml, future, dygraphs,
ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyjs","shinyjs","/usr/local/lib/R/site-library","2.0.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, shinydisconnect,
testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyWidgets","shinyWidgets","/usr/local/lib/R/site-library","0.6.2",NA,"R (>= 3.1.0)","bslib, sass, shiny (>= 0.14), htmltools, jsonlite, grDevices",NA,"shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"SingleCellExperiment","SingleCellExperiment","/usr/local/lib/R/site-library","1.16.0",NA,"SummarizedExperiment","methods, utils, stats, S4Vectors, BiocGenerics, GenomicRanges,
DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, Matrix, scRNAseq,
Rtsne",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"singleCellHaystack","singleCellHaystack","/usr/local/lib/R/site-library","0.3.4",NA,NA,"methods, Matrix, splines, ggplot2, reshape2",NA,"knitr, rmarkdown, SummarizedExperiment, SingleCellExperiment,
SeuratObject, Rtsne, cowplot, testthat, wrswoR",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"SingleR","SingleR","/usr/local/lib/R/site-library","1.8.1",NA,"SummarizedExperiment","methods, Matrix, S4Vectors, DelayedArray, DelayedMatrixStats,
BiocNeighbors, BiocParallel, BiocSingular, stats, utils, Rcpp,
beachmat, parallel","Rcpp, beachmat","testthat, knitr, rmarkdown, BiocStyle, BiocGenerics,
SingleCellExperiment, scuttle, scater, scran, scRNAseq,
ggplot2, pheatmap, grDevices, gridExtra, viridis, celldex",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"singscore","singscore","/usr/local/lib/R/site-library","1.14.0",NA,"R (>= 3.6)","methods, stats, graphics, ggplot2, grDevices, ggrepel,
GSEABase, plotly, tidyr, plyr, magrittr, reshape, edgeR,
RColorBrewer, Biobase, BiocParallel, SummarizedExperiment,
matrixStats, reshape2, S4Vectors",NA,"hexbin, knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"sitmo","sitmo","/usr/local/lib/R/site-library","2.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.13)","Rcpp","knitr, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"slam","slam","/usr/local/lib/R/site-library","0.1-48",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"slider","slider","/usr/local/lib/R/site-library","0.2.2",NA,"R (>= 3.3.0)","ellipsis (>= 0.3.1), glue, rlang (>= 0.4.5), vctrs (>= 0.3.6),
warp","vctrs (>= 0.3.6)","covr, dplyr (>= 1.0.0), knitr, lubridate, rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"snakecase","snakecase","/usr/local/lib/R/site-library","0.11.0",NA,"R (>= 3.2)","stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"snow","snow","/usr/local/lib/R/site-library","0.4-4",NA,"R (>= 2.13.1), utils",NA,NA,"rlecuyer","Rmpi","GPL",NA,NA,NA,NA,"no","4.1.0"
"sourcetools","sourcetools","/usr/local/lib/R/site-library","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"sp","sp","/usr/local/lib/R/site-library","1.4-5",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"SparseM","SparseM","/usr/local/lib/R/site-library","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"sparseMatrixStats","sparseMatrixStats","/usr/local/lib/R/site-library","1.6.0",NA,"MatrixGenerics (>= 1.5.3)","Rcpp, Matrix, matrixStats (>= 0.60.0), methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"spatstat.core","spatstat.core","/usr/local/lib/R/site-library","2.3-0",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-0), spatstat.geom (>=
2.2-0.003), stats, graphics, grDevices, utils, methods, nlme,
rpart","spatstat.utils (>= 2.2-0), spatstat.sparse (>= 2.0-0), mgcv,
Matrix, abind, tensor, goftest (>= 1.2-2)",NA,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, RandomFields
(>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1), fftwtools (>=
0.9-8), nleqslv, spatstat.linnet (>= 2.0-0), spatstat (>=
2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"spatstat.data","spatstat.data","/usr/local/lib/R/site-library","2.1-0",NA,"R (>= 3.5.0)","spatstat.utils (>= 2.1-0), Matrix",NA,"spatstat.geom, spatstat.core, spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"spatstat.geom","spatstat.geom","/usr/local/lib/R/site-library","2.3-0",NA,"R (>= 3.5.0), spatstat.data (>= 2.0-0), stats, graphics,
grDevices, utils, methods","spatstat.utils (>= 2.2-0), deldir (>= 1.0-2), polyclip (>=
1.10-0)",NA,"spatstat.core, spatstat.linnet, maptools (>= 0.9-9), spatial,
fftwtools (>= 0.9-8), spatstat (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"spatstat.sparse","spatstat.sparse","/usr/local/lib/R/site-library","2.0-0",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 2.1-0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"spatstat.utils","spatstat.utils","/usr/local/lib/R/site-library","2.2-0",NA,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.core",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"spData","spData","/usr/local/lib/R/site-library","2.0.1",NA,"R (>= 3.3.0)","sp, raster",NA,"foreign, maptools, rgdal, sf (>= 0.9-1), spDataLarge (>=
0.4.0), spdep, spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.1.0"
"spdep","spdep","/usr/local/lib/R/site-library","1.1-11",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","deldir, boot (>= 1.3-1), graphics, grDevices, utils, stats,
Matrix, LearnBayes, MASS, coda, expm, gmodels, nlme, units, s2,
e1071",NA,"spatialreg (>= 1.1-1), parallel, dbscan, rgeos, RColorBrewer,
lattice, xtable, maptools (>= 0.5-4), foreign, igraph,
RSpectra, knitr, rgdal, classInt, tmap, spam, ggplot2,
rmarkdown, tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"speedglm","speedglm","/usr/local/lib/R/site-library","0.3-3",NA,"Matrix, MASS","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"SQUAREM","SQUAREM","/usr/local/lib/R/site-library","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"stringdist","stringdist","/usr/local/lib/R/site-library","0.9.8",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"stringfish","stringfish","/usr/local/lib/R/site-library","0.15.4",NA,"R (>= 3.0.2)","Rcpp, RcppParallel","Rcpp (>= 0.12.18.3), RcppParallel","qs, knitr, rmarkdown, usethis, dplyr, stringr, rlang",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"stringi","stringi","/usr/local/lib/R/site-library","1.7.5",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.0"
"stringr","stringr","/usr/local/lib/R/site-library","1.4.0",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"styler","styler","/usr/local/lib/R/site-library","1.6.2",NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), glue, magrittr (>=
2.0.0), purrr (>= 0.2.3), R.cache (>= 0.15.0), rematch2 (>=
2.0.1), rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>=
1.4.2), tools, withr (>= 1.0.0), xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"SummarizedExperiment","SummarizedExperiment","/usr/local/lib/R/site-library","1.24.0",NA,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.41.5), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), DelayedArray (>= 0.15.10)",NA,"HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway, BiocStyle, knitr, rmarkdown, RUnit, testthat,
digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.1"
"survival","survival","/usr/local/lib/R/site-library","3.2-13","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"svMisc","svMisc","/usr/local/lib/R/site-library","1.2.3",NA,"R (>= 2.13.0)","utils, methods, stats, tools",NA,"rJava, tcltk, covr, knitr, markdown, rmarkdown, testthat,
spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"sys","sys","/usr/local/lib/R/site-library","3.4",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"systemfonts","systemfonts","/usr/local/lib/R/site-library","1.0.3",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tensor","tensor","/usr/local/lib/R/site-library","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.1.0"
"terra","terra","/usr/local/lib/R/site-library","1.4-11",NA,"R (>= 3.5.0)","methods, Rcpp","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, raster",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"testthat","testthat","/usr/local/lib/R/site-library","3.1.0",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 2.2.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 0.4.9), utils, waldo (>=
0.2.4), withr (>= 2.3.0)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"textshaping","textshaping","/usr/local/lib/R/site-library","0.3.6",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tibble","tibble","/usr/local/lib/R/site-library","3.1.5",NA,"R (>= 3.1.0)","ellipsis (>= 0.3.2), fansi (>= 0.4.0), lifecycle (>= 1.0.0),
magrittr, methods, pillar (>= 1.6.2), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.8)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tictoc","tictoc","/usr/local/lib/R/site-library","1.0.1",NA,"R (>= 3.0.3), methods",NA,NA,NA,NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tidygraph","tidygraph","/usr/local/lib/R/site-library","1.2.0",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar","Rcpp","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidyr","tidyr","/usr/local/lib/R/site-library","1.1.4",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)","cpp11 (>= 0.2.6)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidyselect","tidyselect","/usr/local/lib/R/site-library","1.1.1",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.3.0)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidytree","tidytree","/usr/local/lib/R/site-library","0.3.5",NA,"R (>= 3.4.0)","ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect",NA,"ggtree, knitr, rmarkdown, prettydoc, testthat, treeio,
pillar, utils",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.0"
"tidyverse","tidyverse","/usr/local/lib/R/site-library","1.3.1",NA,"R (>= 3.3)","broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"timeDate","timeDate","/usr/local/lib/R/site-library","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"tinytex","tinytex","/usr/local/lib/R/site-library","0.34",NA,NA,"xfun (>= 0.23)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tmvnsim","tmvnsim","/usr/local/lib/R/site-library","1.0-2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"treeio","treeio","/usr/local/lib/R/site-library","1.18.1",NA,"R (>= 3.6.0)","ape, dplyr, jsonlite, magrittr, methods, rlang, tibble,
tidytree (>= 0.3.0), utils",NA,"Biostrings, ggplot2, ggtree, igraph, knitr, rmarkdown,
phangorn, prettydoc, testthat, tidyr, vroom, xml2, yaml",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.1"
"tricycle","tricycle","/usr/local/lib/R/site-library","1.0.0",NA,"R (>= 4.1), SingleCellExperiment","methods, circular, ggplot2, AnnotationDbi, scater,
GenomicRanges, IRanges, S4Vectors, scattermore, dplyr,
RColorBrewer, grDevices, stats, SummarizedExperiment, utils",NA,"testthat (>= 3.0.0), BiocStyle, knitr, rmarkdown, CircStats,
cowplot, htmltools, Seurat, org.Hs.eg.db, org.Mm.eg.db",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"truncdist","truncdist","/usr/local/lib/R/site-library","1.0-2",NA,"R (>= 2.0.1), stats4,evd",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"tweenr","tweenr","/usr/local/lib/R/site-library","1.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","Rcpp","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tximport","tximport","/usr/local/lib/R/site-library","1.20.0",NA,NA,"utils, stats, methods",NA,"knitr, rmarkdown, testthat, tximportData,
TxDb.Hsapiens.UCSC.hg19.knownGene, readr (>= 0.2.2), limma,
edgeR, DESeq2 (>= 1.11.6), rhdf5, jsonlite, matrixStats,
Matrix, fishpond",NA,"GPL (>=2)",NA,NA,NA,NA,"no","4.1.1"
"tzdb","tzdb","/usr/local/lib/R/site-library","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.4.0)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"UCell","UCell","/usr/local/lib/R/site-library","1.3.1",NA,"R(>= 3.6.1)","data.table(>= 1.13.6), Matrix, BiocParallel",NA,"SingleCellExperiment, Seurat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"units","units","/usr/local/lib/R/site-library","0.7-2",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","udunits2, NISTunits, measurements, xml2, magrittr, pillar (>=
1.3.0), dplyr (>= 1.0.0), vctrs (>= 0.3.1), knitr, testthat (>=
3.0.0), ggforce, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"UpSetR","UpSetR","/usr/local/lib/R/site-library","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales",NA,"knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"useful","useful","/usr/local/lib/R/site-library","1.2.6",NA,"ggplot2","plyr, dplyr (>= 0.5.0), magrittr, purrr (>= 0.1.0), stats,
scales, utils, Matrix, assertthat",NA,"testthat, tibble, covr",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"usethis","usethis","/usr/local/lib/R/site-library","2.1.3",NA,"R (>= 3.4)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 0.4.10), rprojroot (>= 1.2), rstudioapi, stats,
utils, whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.2.0), testthat (>= 3.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"utf8","utf8","/usr/local/lib/R/site-library","1.2.2",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"uuid","uuid","/usr/local/lib/R/site-library","1.0-2",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"uwot","uwot","/usr/local/lib/R/site-library","0.1.10",NA,"Matrix","Rcpp, methods, FNN, RSpectra, RcppAnnoy (>= 0.0.17), irlba","Rcpp, RcppProgress, RcppAnnoy, dqrng","testthat, covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"V8","V8","/usr/local/lib/R/site-library","3.4.2",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vctrs","vctrs","/usr/local/lib/R/site-library","0.3.8",NA,"R (>= 3.3)","ellipsis (>= 0.2.0), glue, rlang (>= 0.4.10)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, waldo (>= 0.2.0), zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vegan","vegan","/usr/local/lib/R/site-library","2.5-7",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
