gene_symbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DE
SULT2B1,0.73791598,-5.45E-04,0,0,1,notDE
LILRB2,0.73791598,-5.58E-04,0,0,1,notDE
AC012313.2,0.73791598,-4.20E-04,0,0,1,notDE
IGLV3-1,0.73791598,-3.96E-04,0,0,1,notDE
TCN2,0.73791598,-2.32E-04,0,0,1,notDE
CU634019.6,0.73791598,-3.51E-04,0,0,1,notDE
AF129408.1,0.73791598,-5.59E-04,0,0,1,notDE
AL591845.1,0.73791598,-5.85E-04,0,0,1,notDE
GPR88,0.73791598,-7.16E-04,0,0,1,notDE
FAM72D,0.73791598,-3.05E-04,0,0,1,notDE
AC092687.3,0.73791598,-5.93E-04,0,0,1,notDE
LINC01792,0.73791598,-3.58E-04,0,0,1,notDE
SNHG18,0.73791598,-2.99E-04,0,0,1,notDE
SPDEF,0.73791598,-4.11E-04,0,0,1,notDE
RAPGEF5,0.73791598,-2.62E-04,0,0,1,notDE
AC002456.1,0.73791598,-2.53E-04,0,0,1,notDE
AC087071.1,0.73791598,-4.14E-04,0,0,1,notDE
AC073529.1,0.73791598,-3.85E-04,0,0,1,notDE
AC084026.1,0.73791598,-2.43E-04,0,0,1,notDE
MCMDC2,0.73791598,-4.74E-04,0,0,1,notDE
CHMP4C,0.73791598,-4.39E-04,0,0,1,notDE
BAALC,0.73791598,-9.63E-04,0,0,1,notDE
FOXD4,0.73791598,-5.39E-04,0,0,1,notDE
ROR2,0.73791598,-2.11E-04,0,0,1,notDE
AL449403.1,0.73791598,-3.13E-04,0,0,1,notDE
AP001107.1,0.73791598,-4.02E-04,0,0,1,notDE
CLEC12A,0.73791598,-3.01E-04,0,0,1,notDE
LRRK2,0.73791598,-2.16E-04,0,0,1,notDE
AL355075.1,0.73791598,-2.63E-04,0,0,1,notDE
PCSK6,0.73791598,-3.11E-04,0,0,1,notDE
WASIR2,0.73791598,-4.33E-04,0,0,1,notDE
RHBDF1,0.73791598,-3.13E-04,0,0,1,notDE
KREMEN2,0.73791598,-3.58E-04,0,0,1,notDE
AC007220.1,0.73791598,-8.55E-04,0,0,1,notDE
AC026401.1,0.73791598,-6.65E-04,0,0,1,notDE
AC092338.2,0.73791598,-3.13E-04,0,0,1,notDE
AC018557.1,0.73791598,-5.25E-04,0,0,1,notDE
AC087392.3,0.73791598,-4.32E-04,0,0,1,notDE
RAP1GAP2,0.73791598,-2.65E-04,0,0,1,notDE
USP43,0.73791598,-2.21E-04,0,0,1,notDE
C17orf50,0.73791598,-4.00E-04,0,0,1,notDE
AC090627.1,0.73791598,-5.62E-04,0,0,1,notDE
SEPT4-AS1,0.73791598,-4.11E-04,0,0,1,notDE
NPB,0.73791598,-5.98E-04,0,0,1,notDE
KATNAL2,0.73791598,-7.40E-04,0,0,1,notDE
CELF5,0.73791598,-5.18E-04,0,0,1,notDE
AC027319.1,0.73791598,-6.10E-04,0,0,1,notDE
AC011444.1,0.73791598,-2.62E-04,0,0,1,notDE
ZNF415,0.73791598,-6.22E-04,0,0,1,notDE
CCDC116,0.73791598,-9.06E-04,0,0,1,notDE
AL357079.1,0.73791598,-2.97E-04,0,0,1,notDE
AL358472.4,0.73791598,-3.50E-04,0,0,1,notDE
AL451074.6,0.73791598,-2.80E-04,0,0,1,notDE
RASAL2,0.73791598,-4.15E-04,0,0,1,notDE
AL353593.2,0.73791598,-2.30E-04,0,0,1,notDE
ADD2,0.73791598,-1.59E-04,0,0,1,notDE
AC073263.2,0.73791598,-2.59E-04,0,0,1,notDE
ARHGEF4,0.73791598,-3.22E-04,0,0,1,notDE
MAP3K20-AS1,0.73791598,-2.74E-04,0,0,1,notDE
OSBPL6,0.73791598,-5.30E-04,0,0,1,notDE
TNS1,0.73791598,-1.95E-04,0,0,1,notDE
AC012507.1,0.73791598,-3.18E-04,0,0,1,notDE
SAG,0.73791598,-3.10E-04,0,0,1,notDE
STAB1,0.73791598,-1.82E-04,0,0,1,notDE
TRIM2,0.73791598,-4.80E-04,0,0,1,notDE
LINC02145,0.73791598,-5.93E-04,0,0,1,notDE
AC010359.1,0.73791598,-4.96E-04,0,0,1,notDE
AC011337.1,0.73791598,-6.59E-04,0,0,1,notDE
AC009185.1,0.73791598,-2.06E-04,0,0,1,notDE
C5orf52,0.73791598,-2.42E-04,0,0,1,notDE
CD24,0.73791598,-2.36E-04,0,0,1,notDE
SOGA3,0.73791598,-2.50E-04,0,0,1,notDE
SOD2.1,0.73791598,-3.16E-04,0,0,1,notDE
GRID2IP,0.73791598,-5.87E-04,0,0,1,notDE
NPTX2,0.73791598,-3.26E-04,0,0,1,notDE
WNT16,0.73791598,-8.47E-04,0,0,1,notDE
JADE3,0.73791598,-2.98E-04,0,0,1,notDE
AL139398.1,0.73791598,-3.17E-04,0,0,1,notDE
ARMCX3-AS1,0.73791598,-2.15E-04,0,0,1,notDE
LINC00632,0.73791598,-2.75E-04,0,0,1,notDE
AP002852.1,0.73791598,-1.58E-04,0,0,1,notDE
IFT74-AS1,0.73791598,-6.31E-04,0,0,1,notDE
PTPN3,0.73791598,-4.73E-04,0,0,1,notDE
AP000802.1,0.73791598,-3.69E-04,0,0,1,notDE
AP000911.1,0.73791598,-5.10E-04,0,0,1,notDE
AC079601.1,0.73791598,-0.002259139,0,0,1,notDE
AC131238.1,0.73791598,-3.45E-04,0,0,1,notDE
TRAV9-1,0.73791598,-2.51E-04,0,0,1,notDE
AL136018.1,0.73791598,-2.88E-04,0,0,1,notDE
AL139022.1,0.73791598,-2.89E-04,0,0,1,notDE
AL049780.1,0.73791598,-8.45E-04,0,0,1,notDE
IGHV3-23,0.73791598,-3.43E-04,0,0,1,notDE
C2CD4A,0.73791598,-4.60E-04,0,0,1,notDE
CYP1A1,0.73791598,-2.45E-04,0,0,1,notDE
LINC00923,0.73791598,-5.36E-04,0,0,1,notDE
AC032044.1,0.73791598,-2.95E-04,0,0,1,notDE
AC005696.2,0.73791598,-2.80E-04,0,0,1,notDE
AC104984.3,0.73791598,-1.89E-04,0,0,1,notDE
AC130324.2,0.73791598,-3.38E-04,0,0,1,notDE
ARHGAP23,0.73791598,-3.06E-04,0,0,1,notDE
AC145343.1,0.73791598,-3.12E-04,0,0,1,notDE
MATN4,0.73791598,-8.72E-04,0,0,1,notDE
SHC2,0.73791598,-4.39E-04,0,0,1,notDE
PODNL1,0.73791598,-2.18E-04,0,0,1,notDE
TUBA8,0.73791598,-2.99E-04,0,0,1,notDE
KCNE1,0.73791598,-2.22E-04,0,0,1,notDE
AP001628.1,0.73791598,-5.01E-04,0,0,1,notDE
ARHGEF10L,0.73791598,-3.66E-04,0,0,1,notDE
PLA2G2A,0.73791598,-2.95E-04,0,0,1,notDE
TIE1,0.73791598,-2.85E-04,0,0,1,notDE
AL357078.3,0.73791598,-3.76E-04,0,0,1,notDE
WLS,0.73791598,-0.001028587,0,0,1,notDE
ZRANB2-AS1,0.73791598,-2.74E-04,0,0,1,notDE
LHX8,0.73791598,-6.40E-04,0,0,1,notDE
ADCY10,0.73791598,-4.44E-04,0,0,1,notDE
SERPINC1,0.73791598,-2.89E-04,0,0,1,notDE
AL078644.2,0.73791598,-4.40E-04,0,0,1,notDE
AL591846.2,0.73791598,-2.56E-04,0,0,1,notDE
ANKRD53,0.73791598,-5.77E-04,0,0,1,notDE
RND3,0.73791598,-6.40E-04,0,0,1,notDE
MDH1B,0.73791598,-6.43E-04,0,0,1,notDE
EFHB,0.73791598,-4.54E-04,0,0,1,notDE
CDCP1,0.73791598,-3.16E-04,0,0,1,notDE
SEMA3F,0.73791598,-4.59E-04,0,0,1,notDE
RBP1,0.73791598,-3.40E-04,0,0,1,notDE
PLSCR4,0.73791598,-2.63E-04,0,0,1,notDE
LINC00881,0.73791598,-2.13E-04,0,0,1,notDE
LRRC15,0.73791598,-6.40E-04,0,0,1,notDE
NCBP2-AS1,0.73791598,-4.80E-04,0,0,1,notDE
AC107067.1,0.73791598,-3.12E-04,0,0,1,notDE
MAST4-AS1,0.73791598,-4.95E-04,0,0,1,notDE
ZBED3-AS1,0.73791598,-3.94E-04,0,0,1,notDE
THBS4,0.73791598,-0.001918473,0,0,1,notDE
AC008522.1,0.73791598,-3.06E-04,0,0,1,notDE
AC008641.1,0.73791598,-3.41E-04,0,0,1,notDE
ID4,0.73791598,-6.40E-04,0,0,1,notDE
IL17F,0.73791598,-0.008904546,0,0,1,notDE
COL12A1,0.73791598,-2.82E-04,0,0,1,notDE
AL589666.1,0.73791598,-4.67E-04,0,0,1,notDE
GJA1,0.73791598,-5.77E-04,0,0,1,notDE
CTGF,0.73791598,-0.003834397,0,0,1,notDE
EGFR,0.73791598,-4.36E-04,0,0,1,notDE
COL1A2,0.73791598,-2.45E-04,0,0,1,notDE
AC010973.2,0.73791598,-3.11E-04,0,0,1,notDE
MIR503HG,0.73791598,-3.23E-04,0,0,1,notDE
BGN,0.73791598,-6.40E-04,0,0,1,notDE
RBPMS,0.73791598,-2.21E-04,0,0,1,notDE
PENK,0.73791598,-6.40E-04,0,0,1,notDE
AC083837.1,0.73791598,-2.40E-04,0,0,1,notDE
LINC01181,0.73791598,-3.66E-04,0,0,1,notDE
CTHRC1,0.73791598,-2.68E-04,0,0,1,notDE
AC103706.1,0.73791598,-4.87E-04,0,0,1,notDE
LY6D,0.73791598,-2.46E-04,0,0,1,notDE
AL357874.1,0.73791598,-3.73E-04,0,0,1,notDE
LINC01501,0.73791598,-3.18E-04,0,0,1,notDE
PTGR1,0.73791598,-3.61E-04,0,0,1,notDE
ANGPTL2,0.73791598,-3.04E-04,0,0,1,notDE
ASS1,0.73791598,-1.96E-04,0,0,1,notDE
AIF1L,0.73791598,-2.10E-04,0,0,1,notDE
LCN12,0.73791598,-3.67E-04,0,0,1,notDE
AC091053.2,0.73791598,-2.57E-04,0,0,1,notDE
SLC1A2,0.73791598,-3.68E-04,0,0,1,notDE
LRP4,0.73791598,-6.40E-04,0,0,1,notDE
PRG2,0.73791598,-2.46E-04,0,0,1,notDE
MS4A4A,0.73791598,-2.84E-04,0,0,1,notDE
KCNK4,0.73791598,-6.98E-04,0,0,1,notDE
AP003086.1,0.73791598,-4.12E-04,0,0,1,notDE
MMP10,0.73791598,-3.21E-04,0,0,1,notDE
MMP1,0.73791598,-0.001918473,0,0,1,notDE
MMP3,0.73791598,-6.40E-04,0,0,1,notDE
AKR1C2,0.73791598,-5.78E-04,0,0,1,notDE
TACR2,0.73791598,-2.80E-04,0,0,1,notDE
PLAC9,0.73791598,-6.40E-04,0,0,1,notDE
MARVELD1,0.73791598,-2.84E-04,0,0,1,notDE
TACC2,0.73791598,-3.14E-04,0,0,1,notDE
EMG1.1,0.73791598,-3.01E-04,0,0,1,notDE
LUM,0.73791598,-6.40E-04,0,0,1,notDE
DCN,0.73791598,-6.40E-04,0,0,1,notDE
LINC02404,0.73791598,-5.30E-04,0,0,1,notDE
AC007622.2,0.73791598,-3.52E-04,0,0,1,notDE
HSPB8,0.73791598,-6.40E-04,0,0,1,notDE
IL31,0.73791598,-2.31E-04,0,0,1,notDE
AC127002.1,0.73791598,-4.84E-04,0,0,1,notDE
SPATA13-AS1,0.73791598,-2.64E-04,0,0,1,notDE
TMEM255B,0.73791598,-2.38E-04,0,0,1,notDE
BMP4,0.73791598,-3.36E-04,0,0,1,notDE
PGF,0.73791598,-2.04E-04,0,0,1,notDE
DIO2,0.73791598,-6.40E-04,0,0,1,notDE
MEG3,0.73791598,-1.78E-04,0,0,1,notDE
DIO3,0.73791598,-0.001279265,0,0,1,notDE
IGHV1-46,0.73791598,-3.82E-04,0,0,1,notDE
AC022087.1,0.73791598,-2.89E-04,0,0,1,notDE
ALPK3,0.73791598,-2.15E-04,0,0,1,notDE
LRRK1,0.73791598,-4.01E-04,0,0,1,notDE
AC093525.3,0.73791598,-2.95E-04,0,0,1,notDE
MYLK3,0.73791598,-3.35E-04,0,0,1,notDE
HP,0.73791598,-5.00E-04,0,0,1,notDE
AC092376.2,0.73791598,-2.82E-04,0,0,1,notDE
AC004771.4,0.73791598,-2.46E-04,0,0,1,notDE
FBXO39,0.73791598,-3.88E-04,0,0,1,notDE
MFAP4,0.73791598,-6.40E-04,0,0,1,notDE
AC004223.4,0.73791598,-2.09E-04,0,0,1,notDE
CACNA1G,0.73791598,-7.63E-04,0,0,1,notDE
MILR1,0.73791598,-4.08E-04,0,0,1,notDE
FAM20A,0.73791598,-3.99E-04,0,0,1,notDE
EVPL,0.73791598,-6.45E-04,0,0,1,notDE
MTCL1,0.73791598,-7.90E-04,0,0,1,notDE
AC116447.1,0.73791598,-2.56E-04,0,0,1,notDE
SIGLEC15,0.73791598,-2.46E-04,0,0,1,notDE
AC018529.2,0.73791598,-6.82E-04,0,0,1,notDE
BMP2,0.73791598,-3.35E-04,0,0,1,notDE
SMIM24,0.73791598,-2.85E-04,0,0,1,notDE
AC008760.1,0.73791598,-2.85E-04,0,0,1,notDE
COX7A1,0.73791598,-2.85E-04,0,0,1,notDE
FPR1,0.73791598,-2.49E-04,0,0,1,notDE
GGT5,0.73791598,-6.40E-04,0,0,1,notDE
Z98885.2,0.73791598,-3.19E-04,0,0,1,notDE
CU633967.1,0.73791598,-3.69E-04,0,0,1,notDE
AL158152.1,0.738112586,-5.58E-04,0.005,0.004,1,notDE
GTF2A2,0.738235659,-0.022230181,0.407,0.4,1,notDE
BORA,0.738267333,0.013702335,0.023,0.022,1,notDE
HPF1,0.738334754,0.011001747,0.082,0.086,1,notDE
APOBEC3F,0.738462011,0.010490339,0.094,0.091,1,notDE
LINC02273,0.73849957,7.61E-04,0.023,0.022,1,notDE
METTL25,0.738783541,-0.003066627,0.024,0.026,1,notDE
AC011446.2,0.739064245,-0.008688393,0.005,0.005,1,notDE
P2RY10,0.73908037,-0.043703574,0.235,0.239,1,notDE
ASB16-AS1,0.739305062,-0.01167895,0.032,0.034,1,notDE
CPSF4,0.739467077,-0.015547847,0.061,0.064,1,notDE
NFRKB,0.739560562,-0.017520205,0.073,0.076,1,notDE
BAG2,0.73957471,0.005175316,0.037,0.035,1,notDE
FANCL,0.739770269,-2.02E-04,0.015,0.016,1,notDE
LINC00476,0.740088731,-0.011113516,0.031,0.032,1,notDE
DSTN,0.740375612,-0.03582432,0.283,0.29,1,notDE
EMC9,0.740489799,-0.006824188,0.082,0.079,1,notDE
PDCL,0.740770875,-0.019867249,0.08,0.076,1,notDE
NEURL4,0.740891533,-0.002853721,0.016,0.014,1,notDE
DYRK4,0.741279235,0.001801446,0.045,0.048,1,notDE
CCDC97,0.741422799,9.37E-04,0.119,0.116,1,notDE
ELMOD2,0.741538591,-0.011349503,0.045,0.047,1,notDE
FRMD6,0.742116767,-0.006291727,0.006,0.007,1,notDE
RUFY3,0.74226264,-0.007601025,0.023,0.025,1,notDE
RAB24,0.742526888,0.002128541,0.113,0.11,1,notDE
DNAJC4,0.742800422,0.017738309,0.123,0.122,1,notDE
TBX19,0.74324817,0.013539225,0.013,0.012,1,notDE
MAN2C1,0.743489129,0.02399978,0.04,0.038,1,notDE
TAF8,0.743583103,0.014457818,0.079,0.076,1,notDE
ENTPD1-AS1,0.743733229,-0.002254188,0.022,0.021,1,notDE
CRYBG2,0.743903744,-0.001238865,0.007,0.007,1,notDE
ARRDC5,0.743927924,-7.92E-04,0.005,0.005,1,notDE
XRCC6,0.743944527,-0.003394074,0.696,0.691,1,notDE
IGSF9B,0.743959134,-0.001623316,0.005,0.005,1,notDE
INAFM2,0.743972984,0.004113814,0.004,0.003,1,notDE
AC074044.1,0.744013353,0.00280865,0.004,0.003,1,notDE
RRM2B,0.744093318,0.011341143,0.048,0.046,1,notDE
NPTXR,0.744177621,5.79E-04,0.005,0.005,1,notDE
CAMKK1,0.744371214,0.005067836,0.009,0.008,1,notDE
DOK4,0.74451626,-0.005418477,0.011,0.012,1,notDE
JAK3,0.744546547,0.002356599,0.183,0.181,1,notDE
ST7,0.744627549,0.01569095,0.033,0.032,1,notDE
USF3,0.744639104,0.004528472,0.057,0.054,1,notDE
MRM1,0.744722011,0.001872592,0.02,0.022,1,notDE
BTBD9,0.744776076,0.017144251,0.059,0.057,1,notDE
SPON2,0.745173393,-0.007525418,0.016,0.014,1,notDE
RNASEH2C,0.745272333,0.030824444,0.243,0.244,1,notDE
ZFYVE19,0.745381312,-0.011896124,0.054,0.056,1,notDE
MRM2,0.745426003,0.00783386,0.092,0.089,1,notDE
CACNA2D2,0.745547874,8.71E-04,0.004,0.003,1,notDE
USP33,0.745621441,0.00991559,0.167,0.164,1,notDE
AC145207.5,0.745676366,0.001464012,0.005,0.005,1,notDE
SIRT3,0.746034098,-0.00433875,0.057,0.054,1,notDE
COLGALT2,0.74614054,-0.015830358,0.025,0.027,1,notDE
ZMYM1,0.746168699,-0.003771288,0.032,0.03,1,notDE
TRPC1,0.746194291,-3.78E-04,0.004,0.003,1,notDE
ARID5B,0.746288438,-0.106815739,0.532,0.524,1,notDE
IZUMO4,0.746323085,-0.008596567,0.038,0.036,1,notDE
STX12,0.746412109,0.006496769,0.158,0.155,1,notDE
CYP20A1,0.746542266,-0.041617416,0.151,0.154,1,notDE
KIR3DL1,0.746711245,-0.002245284,0.006,0.007,1,notDE
SLC35E2A,0.746878389,0.004694473,0.032,0.031,1,notDE
THAP6,0.746919436,-0.022215363,0.049,0.051,1,notDE
DHTKD1,0.747187467,0.002516447,0.035,0.033,1,notDE
CCDC91,0.747266734,-0.001362552,0.173,0.169,1,notDE
FDXR,0.747462365,0.007164947,0.02,0.019,1,notDE
IL5RA,0.747468517,-7.98E-04,0.011,0.01,1,notDE
RAB29,0.747598823,-0.039296747,0.224,0.229,1,notDE
ECSIT,0.747654418,0.017889695,0.116,0.114,1,notDE
LNP1,0.7476698,0.002143876,0.002,0.001,1,notDE
AC018653.3,0.747787582,0.002567339,0.002,0.001,1,notDE
CARS2,0.747812897,0.014918544,0.045,0.043,1,notDE
IL4,0.747905371,0.001486545,0.002,0.001,1,notDE
FAM45A,0.747960415,0.02371058,0.096,0.094,1,notDE
MORF4L1,0.748104291,-0.056165034,0.646,0.649,1,notDE
LINC02062,0.748140965,0.001547323,0.002,0.001,1,notDE
VWA7,0.748258771,0.00225662,0.002,0.001,1,notDE
HDAC11-AS1,0.74845224,0.006958521,0.006,0.006,1,notDE
KCNMB4,0.7484944,0.001105529,0.002,0.001,1,notDE
MAP2K1,0.74854252,0.038541973,0.17,0.168,1,notDE
HPS4,0.748549141,0.018083421,0.081,0.078,1,notDE
YIPF2,0.748549483,-0.020689268,0.117,0.12,1,notDE
NFE2L3,0.748670024,0.0031955,0.014,0.015,1,notDE
DLL1,0.748671137,1.83E-04,0.002,0.001,1,notDE
TMEM209,0.748939076,0.013181892,0.052,0.05,1,notDE
ECHDC3,0.749016769,0.002935466,0.003,0.002,1,notDE
ANK1,0.749555022,-0.001317007,0.002,0.001,1,notDE
IRAK1BP1,0.749562147,0.008049132,0.006,0.006,1,notDE
NTN4,0.74979078,-5.06E-05,0.002,0.001,1,notDE
SNX10,0.749999292,0.015051565,0.083,0.081,1,notDE
AC007249.2,0.750054483,1.80E-04,0.003,0.002,1,notDE
OR4D1,0.750243207,0.001826346,0.003,0.002,1,notDE
ZNF688,0.750337263,0.025142299,0.049,0.047,1,notDE
AC233723.1,0.750337574,0.002676463,0.003,0.002,1,notDE
AL451165.2,0.750358399,-0.00717388,0.018,0.019,1,notDE
CELSR2,0.750620699,9.26E-04,0.003,0.002,1,notDE
PYCARD-AS1,0.750620699,0.001551772,0.003,0.002,1,notDE
ANKRD6,0.750672573,0.003036967,0.006,0.006,1,notDE
ZNF649,0.750721685,-0.00260531,0.028,0.03,1,notDE
LINC02325,0.750725426,0.005435121,0.006,0.007,1,notDE
SETD2,0.75085083,-0.053299701,0.28,0.28,1,notDE
AC026304.1,0.750903858,-2.40E-05,0.003,0.002,1,notDE
AL451085.2,0.751278591,-0.008721363,0.007,0.008,1,notDE
AP001462.1,0.751281455,7.27E-04,0.003,0.002,1,notDE
BRI3BP,0.751731335,0.002479757,0.018,0.016,1,notDE
TADA1,0.752803689,-0.008406612,0.039,0.041,1,notDE
NPAS1,0.752886905,-0.001833436,0.003,0.002,1,notDE
GEMIN5,0.753113506,-0.00940023,0.046,0.048,1,notDE
ZNF226,0.75315358,0.003816161,0.065,0.068,1,notDE
WDR76,0.753303411,0.004678471,0.037,0.035,1,notDE
HNRNPA1P48,0.753333534,-0.006700302,0.025,0.027,1,notDE
LINC00513,0.753351443,-0.003302663,0.004,0.004,1,notDE
H6PD,0.753388842,0.009990856,0.039,0.037,1,notDE
PLPBP,0.753429176,-0.004042323,0.169,0.175,1,notDE
SLC40A1,0.753839574,-0.002545818,0.004,0.004,1,notDE
CITED2,0.754045385,-0.056113394,0.224,0.219,1,notDE
PEX11B,0.754116193,0.016657597,0.15,0.148,1,notDE
ARL5A,0.754241446,-0.001849004,0.237,0.249,1,notDE
CTBP1,0.754606684,-0.003069645,0.099,0.096,1,notDE
SCARB1,0.754915007,-0.005168529,0.007,0.008,1,notDE
NDUFS8,0.755042384,-0.022425722,0.387,0.384,1,notDE
ZNF784,0.755059276,-0.002881325,0.006,0.006,1,notDE
MIER3,0.755234622,0.004635745,0.032,0.031,1,notDE
KIFC1,0.755723286,-6.77E-04,0.004,0.004,1,notDE
DTYMK,0.755946947,0.021512609,0.094,0.092,1,notDE
SLC25A1,0.756117416,9.93E-04,0.213,0.211,1,notDE
DCLRE1B,0.756174778,-0.008669964,0.013,0.014,1,notDE
HHAT,0.756240712,-0.004508122,0.006,0.006,1,notDE
CNIH1,0.7564621,-0.03258903,0.332,0.341,1,notDE
CPT1A,0.756756314,0.00987775,0.068,0.066,1,notDE
PRIM1,0.756763481,-0.003876214,0.04,0.042,1,notDE
DMXL1,0.756937586,-0.028332626,0.078,0.081,1,notDE
CALHM2,0.757216675,-0.009375006,0.126,0.131,1,notDE
COMMD8,0.757440681,0.022052959,0.169,0.168,1,notDE
SLC35C1,0.757716675,0.032833801,0.071,0.07,1,notDE
CKMT2-AS1,0.757811655,-0.006279816,0.01,0.011,1,notDE
PLCXD1,0.757898907,-0.004812321,0.007,0.008,1,notDE
C6orf226,0.758123061,-0.016248249,0.089,0.092,1,notDE
VPS37A,0.758169198,-0.007999371,0.105,0.109,1,notDE
SAMD1,0.75818648,-0.003922138,0.026,0.028,1,notDE
NFX1,0.758220765,-0.022789067,0.122,0.126,1,notDE
IFNAR1,0.758246246,0.035249867,0.164,0.163,1,notDE
AHCYL2,0.758925864,-0.014410798,0.028,0.029,1,notDE
ZNF426,0.758968355,0.003015974,0.066,0.064,1,notDE
RECQL5,0.759162982,0.002741151,0.012,0.011,1,notDE
SIPA1,0.759220576,-0.022212723,0.074,0.077,1,notDE
AL121832.2,0.759392214,-0.002578627,0.007,0.008,1,notDE
MVB12A,0.759825556,0.002436786,0.101,0.106,1,notDE
CIDEB,0.759829405,6.48E-04,0.016,0.015,1,notDE
SMC2,0.760059103,-0.011812009,0.064,0.061,1,notDE
FASTK,0.760183339,-0.011183983,0.177,0.173,1,notDE
CTC1,0.760311297,-0.002264902,0.075,0.078,1,notDE
PPP1R16B,0.760314218,-0.020953953,0.324,0.323,1,notDE
UBL7,0.760360665,0.010464106,0.162,0.16,1,notDE
CCDC152,0.760509616,0.00495536,0.028,0.026,1,notDE
ABHD17B,0.760615811,0.0018639,0.038,0.036,1,notDE
FAM216A,0.76067066,0.011613683,0.038,0.036,1,notDE
STRADB,0.760859368,-0.005492397,0.029,0.03,1,notDE
TUBGCP6,0.760918494,-0.024747529,0.052,0.054,1,notDE
WSB1,0.761172393,-0.022068254,0.515,0.514,1,notDE
ACBD4,0.761187081,0.005532872,0.025,0.024,1,notDE
RFK,0.761343008,-0.012181479,0.104,0.108,1,notDE
AC017083.2,0.761573274,9.14E-04,0.006,0.006,1,notDE
TIGD5,0.76177815,0.005577049,0.019,0.017,1,notDE
THBS3,0.761968738,-0.001039119,0.01,0.009,1,notDE
MPHOSPH6,0.762013951,0.01292562,0.086,0.084,1,notDE
TMEM223,0.762461491,0.030985828,0.13,0.129,1,notDE
ZNF687,0.762795832,0.004392492,0.036,0.034,1,notDE
UBE2V2,0.763022673,0.010108269,0.233,0.232,1,notDE
FBXO34,0.763131841,-0.044876103,0.117,0.119,1,notDE
MRPS27,0.763403137,-0.003022478,0.092,0.096,1,notDE
TRDMT1,0.763576398,0.018187689,0.047,0.046,1,notDE
AL139384.1,0.763704045,0.003552088,0.006,0.005,1,notDE
ISCA2,0.763828173,-0.009053353,0.153,0.158,1,notDE
AL139220.2,0.763953197,-0.004654452,0.003,0.003,1,notDE
NPEPL1,0.76396545,0.004871555,0.015,0.014,1,notDE
ZDHHC14,0.763991443,-0.002384844,0.017,0.018,1,notDE
PARG,0.764057218,0.0142923,0.046,0.045,1,notDE
SLC22A5,0.76419383,-0.013157888,0.02,0.022,1,notDE
MAP2K2,0.764203071,0.011300675,0.098,0.096,1,notDE
RWDD2B,0.764401186,0.002201612,0.019,0.018,1,notDE
SEPHS1,0.764601363,-0.006191269,0.046,0.048,1,notDE
ATP23,0.764819946,-0.005830475,0.028,0.029,1,notDE
TENT2,0.764947455,-0.008168692,0.124,0.13,1,notDE
TRIM62,0.764998079,0.007877582,0.018,0.016,1,notDE
AC002116.2,0.765042064,0.001960089,0.006,0.005,1,notDE
AL590764.1,0.76533761,-0.003122252,0.02,0.022,1,notDE
SCFD1,0.765648361,0.002008452,0.124,0.122,1,notDE
L3HYPDH,0.765768336,0.007831329,0.019,0.018,1,notDE
S100A2,0.765799316,-0.001786819,0.003,0.003,1,notDE
CUTA,0.765855122,-0.025008396,0.38,0.392,1,notDE
POLR3G,0.765879613,-0.002255516,0.003,0.003,1,notDE
GTPBP10,0.766042442,0.017835555,0.068,0.066,1,notDE
ACTL10,0.766403025,-7.01E-04,0.017,0.016,1,notDE
CLIP4,0.766471717,0.016082565,0.07,0.068,1,notDE
TIPARP-AS1,0.766479329,-0.008493658,0.006,0.007,1,notDE
MLH1,0.766602258,-0.009352304,0.086,0.089,1,notDE
AC012358.3,0.766602393,2.95E-04,0.003,0.003,1,notDE
MAF1,0.766603929,-0.04903211,0.445,0.446,1,notDE
AC010522.1,0.76664208,-1.19E-04,0.006,0.005,1,notDE
ARMC10,0.766696733,0.01795675,0.125,0.124,1,notDE
PMS1,0.766809028,-5.74E-04,0.093,0.09,1,notDE
NECTIN2,0.766843365,-4.92E-04,0.003,0.003,1,notDE
POGLUT1,0.767118309,-0.001452692,0.086,0.084,1,notDE
PRR11,0.767325376,-7.52E-05,0.003,0.003,1,notDE
ZNF14,0.768038269,-0.020611754,0.032,0.033,1,notDE
SOS2,0.768073308,0.008563025,0.071,0.068,1,notDE
GDI2,0.768303073,-0.026592792,0.427,0.436,1,notDE
LINC01355,0.768530798,0.002117021,0.003,0.003,1,notDE
DGCR2,0.769308002,-0.009942281,0.066,0.068,1,notDE
CHCHD3,0.769590555,-0.017365856,0.156,0.16,1,notDE
AC011476.3,0.769873868,-0.007987728,0.005,0.005,1,notDE
SHARPIN,0.770198717,-0.005238852,0.18,0.177,1,notDE
TCHP,0.770320943,-0.00957805,0.066,0.069,1,notDE
MGAT1,0.770577402,-0.014757129,0.367,0.368,1,notDE
CLSTN3,0.770774952,-0.009708433,0.099,0.103,1,notDE
TBPL1,0.77140041,-0.027416121,0.158,0.162,1,notDE
ZNF281,0.771427402,-0.02279762,0.132,0.127,1,notDE
ZNF441,0.771829056,-0.002098767,0.006,0.007,1,notDE
IL1RAP,0.771901265,0.002805949,0.011,0.01,1,notDE
DEGS1,0.771975287,-0.010917105,0.306,0.316,1,notDE
RING1,0.772155475,-0.031309074,0.194,0.199,1,notDE
DPAGT1,0.772430994,0.020486615,0.087,0.092,1,notDE
